CNPJ,RazaoSocial,Ano,Trimestre,ValorDespesas
03533726000188,UNIMED CUIABA COOPERATIVA DE TRABALHO MÉDICO,2025,1,32022342167.00
01659087000176,UNIMED VILHENA - COOPERATIVA DE TRABALHO MEDICO LTDA,2025,1,700854291.00
02192677000102,UNIMED MORRINHOS COOPERATIVA DE TRABALHO MEDICO,2025,1,248807208.00
02338268000163,UNIODONTO DE SC COOPERATIVA ADMINISTRADORA DE CONTRATOS,2025,1,431030469.00
47565155000139,UNIMED DE PINDAMONHANGABA - COOPERATIVA TRABALHO MEDICO,2025,1,1151246677.00
03980208000102,UNIMED REGIONAL DE TRES LAGOAS COOPERATIVA DE TRABALHO MÉDICO,2025,1,831342265.00
87547444000120,ASSOCIAÇÃO DR. BARTHOLOMEU TACCHINI,2025,1,5291923897.00
49320799000192,ECONOMUS INSTITUTO DE SEGURIDADE SOCIAL,2025,1,2315354199.00
21575709000195,SANTA CASA DE MISERICÓRDIA DE JUIZ DE FORA,2025,1,3866385163.00
29780384000194,HSMED SAUDE LTDA,2025,1,91557255.00
00531736000196,UNIODONTO JACAREÍ COOPERATIVA ODONTOLÓGICA,2025,1,99938700.00
45572583000163,GARANTIA DE SAÚDE LTDA,2025,1,2187777992.00
13100755000100,ASSOCIACAO DOS PROFESSORES UNIVERSITÁRIOS DA BAHIA,2025,1,676514223.00
24294787000100,UNIMED SOUSA - COOPERATIVA DE TRABALHO MÉDICO,2025,1,337774250.00
75222224000147,UNIMED DE LONDRINA COOPERATIVA DE TRABALHO MÉDICO,2025,1,24504536532.00
28502128000172,CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO SISTEMA FINANCEIRO BANESTES,2025,1,1918168275.00
37496767000163,UNIODONTO DE MATO GROSSO COOP TRAB ODONTOLOGICO LTDA,2025,1,45685280.00
15594468000129,PLAMED PLANO DE ASSISTENCIA MEDICA LTDA,2025,1,1788119125.00
33721226000130,SAMOC S.A. - SOCIEDADE ASSISTENCIAL MÉDICA E ODONTO CIRÚRGICA,2025,1,1474358384.00
88732318000108,UNIMED ALTO DA SERRA - SOCIEDADE COOPERATIVA DE SERVIÇO MÉDICO LTDA.,2025,1,1319180587.00
01012474000116,UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA,2025,1,309202622.00
28630531000187,UNIMED-SÃO GONÇALO - NITERÓI - SOC.COOP.SERV.MED E HOSP LTDA,2025,1,23422855277.00
00342481000113,UNIMED CALDAS NOVAS - COOPERATIVA DE TRABALHO MEDICO,2025,1,705309866.00
16513178000176,UNIMED BELO HORIZONTE COOPERATIVA DE TRABALHO MÉDICO,2025,1,132813593782.00
02314168000105,UNIMED CAJAZEIRAS - SOCIEDADE COOPERATIVA DE TRABALHO MÉDICO,2025,1,90607658.00
33601568000117,CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO SETOR PÚBLICO DO ESTADO DE GOIÁS - CAEME,2025,1,87062344.00
96509690000188,SÃO LUCAS SAÚDE S/A,2025,1,4877979457.00
28714533000154,UNIMED NOVA IGUACU COOPERATIVA DE TRABALHO MEDICO,2025,1,8966071684.00
26185199000163,UNIODONTO REGIONAL COOPERATIVA ODONTOLOGICA,2025,1,475020156.00
17845504000105,UNIMED VARGINHA COOPERATIVA DE TRABALHO MÉDICO,2025,1,3567894634.00
02018620000183,UNIMED DE CORUMBA COOPERATIVA DE TRABALHO MÉDICO,2025,1,269567394.00
62511019000150,ALVORECER - ASSOCIAÇÃO DE SOCORROS MÚTUOS,2025,1,7735723308.00
11214624000128,UNIMED RECIFE COOPERATIVA DE TRABALHO MÉDICO,2025,1,34987585190.00
44945962000199,SANTA CASA DE MISERICÓRDIA E ASILO DOS POBRES DE BATATAIS,2025,1,100159052.00
59849182000112,SANTA CASA DE MISERICORDIA DE SAO JOAQUIM DA BARRA,2025,1,1475493057.00
08237810000178,UNIODONTO/RN - COOPERATIVA ODONTOLOGICA DO RIO GRANDE DO NORTE,2025,1,442207604.00
66477217000103,UNIMED LAVRAS COOPERATIVA DE TRABALHO MÉDICO,2025,1,1592551785.00
65422339000121,UNIMED AMPARO COOPERATIVA DE TRABALHO MÉDICO,2025,1,5437803642.00
21839519000138,UNIMED CONSELHEIRO LAFAIETE COOPERATIVA DE TRABALHO MÉDICO LTDA,2025,1,2989997455.00
65732836000126,UNIMED DE BIRIGUI - COOPERATIVA DE TRABALHO MÉDICO,2025,1,1444168392.00
52204526000197,UNIODONTO PIRACICABA - COOPERATIVA ODONTOLÓGICA,2025,1,421688289.00
42043067000153,UNIMED EXTREMO SUL COOPERATIVA DE TRABALHO MÉDICO,2025,1,2961781202.00
58837188000107,UNIMED SALTO/ITU - COOPERATIVA MÉDICA,2025,1,6941581231.00
33719485000127,CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DO BRASIL,2025,1,182346045280.00
00628107000189,FUNDAÇÃO ASSISTENCIAL DOS SERVIDORES DO MINISTÉRIO DA FAZENDA,2025,1,37231656418.00
01569902000106,UNIMED CAÇADOR COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO DO CONTESTADO,2025,1,1564960268.00
71925531000133,UNIMED DE BARRETOS COOPERATIVA DE TRABALHO MÉDICO,2025,1,1144166689.00
00697509000135,UNIMED CENTRO RONDÔNIA COOPERATIVA DE TRABALHO MÉDICO,2025,1,4836892949.00
69015113000167,UNIODONTO DE AMERICANA COOPERATIVA ODONTOLÓGICA,2025,1,200455765.00
56384183000140,IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE RIO CLARO,2025,1,2654332440.00
26368613000170,UNIMED CARATINGA - COOPERATIVA DE TRABALHO MÉDICO LTDA,2025,1,908208704.00
59527440000144,UNIODONTO DE JUNDIAÍ COOPERATIVA ODONTOLÓGICA,2025,1,137544113.00
01052203000194,CAIXA ASSISTENCIAL UNIVERSITARIA DO RIO DE JANEIRO,2025,1,270803634.00
54012406000113,UNIMED ANHANGUERA COOPERATIVA DE TRABALHO MÉDICO,2025,1,6757899506.00
95642179000197,HUMANA SAÚDE LTDA.,2025,1,9532551395.00
01554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,2025,1,2133323951.00
42889436000123,UNIMED ALTO SÃO FRANCISCO COOPERATIVA DE TRABALHO MÉDICO,2025,1,1084439955.00
45399961000159,UNIMED SOROCABA COOPERATIVA DE TRABALHO MÉDICO,2025,1,26261160339.00
62550256000120,NOTRE DAME INTERMÉDICA MINAS GERAIS SAÚDE S.A.,2025,1,21613743248.00
00338763000147,PLENA SAÚDE S.A.,2025,1,5396239913.00
01387625000110,DOCTOR CLIN OPERADORA DE PLANOS DE SAÚDE LTDA.,2025,1,7178355345.00
77781706000162,UNIMED PONTA GROSSA COOPERATIVA DE TRABALHO MEDICO,2025,1,7859131273.00
02668512000156,H.B. SAÚDE S/A.,2025,1,7358704960.00
01143922000110,UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO,2025,1,548142631.00
16415598000110,UNIMED DO SUDOESTE COOPERATIVA DE TRABALHO MEDICO LTDA,2025,1,5880775813.00
51304798000104,UNIODONTO DE CAMPINAS COOPERATIVA ODONTOLÓGICA,2025,1,1983277274.00
89640452000141,UNIMED REGIÃO DA CAMPANHA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,2025,1,812001223.00
00950062000164,CENTRO HOSPITALAR ATIBAIA LTDA.,2025,1,2586933546.00
82239476000144,UNIODONTO DE LONDRINA COOP. ODONTOLÓGICA,2025,1,106899817.00
45232246000127,UNIMED DE RIBEIRAO PRETO - COOPERATIVA DE TRABALHO MÉDICO,2025,1,19031976224.00
02896924000143,POLI SAUDE OPERADORA DE PLANO DE SAUDE LTDA,2025,1,791427109.00
45118429000116,UNIMED DE CATANDUVA - COOPERATIVA DE TRABALHO MÉDICO,2025,1,3108471158.00
45467404000128,UNIMED DE REGISTRO COOPERATIVA DE TRABALHO MÉDICO,2025,1,713709601.00
87689527000153,UNIMED FRONTEIRA NOROESTE/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,2025,1,1981541788.00
66191263000133,UNIMED JOÃO MONLEVADE COOPERATIVA DE TRABALHO MÉDICO LTDA.,2025,1,1989017652.00
62231527000184,CAIXA BENEFICENTE DOS FUNCIONARIOS DO BANCO DO ESTADO DE SÃO PAULO,2025,1,26888647760.00
87096616000196,UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.,2025,1,85780422065.00
72234164000194,UNIMED ALTO JACUÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA,2025,1,389294814.00
07057185000110,UNIMED MARANHÃO DO SUL - COOPERATIVA DE TRABALHO MÉDICO,2025,1,3432461258.00
02852017000100,SISTEMAS E PLANOS DE SAÚDE LTDA.,2025,1,1646909110.00
40294225000112,UNIMED DE CAMPOS COOPERATIVA DE TRABALHO MÉDICO,2025,1,5904012275.00
57149775000140,UNIMED SUL PAULISTA - COOPERATIVA DE TRABALHO MÉDICO,2025,1,1683773931.00
38499547000156,UNIMED PATOS DE MINAS COOPERATIVA TRABALHO MÉDICO LTDA.,2025,1,5811860978.00
59901454000186,SANTA CASA DE MISERICORDIA HOSPITAL SÃO VICENTE,2025,1,575094422.00
07241136000132,UNIMED TERESINA - COOPERATIVA DE TRABALHO MÉDICO,2025,1,12919684927.00
73967085000155,UNIMED NORTE DO MATO GROSSO COOPERATIVA DE TRABALHO MÉDICO,2025,1,9711480837.00
00532888000103,UNIMED REGIÃO DA PRODUÇÃO/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA,2025,1,389724120.00
00730439000170,UNIMED PONTAL DO TRIÂNGULO - COOPERATIVA DE TRABALHO MÉDICO,2025,1,964719257.00
45359213000142,UNIMED SÃO CARLOS - COOPERATIVA DE TRABALHO MÉDICO,2025,1,12454905974.00
17774738000109,UNIMED UBERABA COOPERATIVA DE TRABALHO MEDICO LTDA.,2025,1,9244704787.00
71695746000105,UNIMED DE LINS - COOPERATIVA DE TRABALHOS MÉDICOS,2025,1,2023278311.00
85283299000191,UNIMED CHAPECÓ - COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO OESTE CATARINENSE,2025,1,5339496853.00
20909271000171,UNIMED ARAGUARI COOPERATIVA DE TRABALHO MÉDICO,2025,1,1971083919.00
02774736000142,OPERADORA UNIESTE DE PLANOS DE SAÚDE LTDA,2025,1,3796865039.00
54370630000187,IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PIRACICABA,2025,1,4131841716.00
96182068000108,UNIMED DE SAO JOSÉ DO RIO PARDO-COOP. DE TRAB. MÉDICO,2025,1,801295936.00
81733115000197,UNIMED DE CIANORTE - COOPERATIVA DE TRABALHO MEDICO,2025,1,1141021834.00
86584901000193,UNIMED MACHADO COOPERATIVA DE TRABALHO MEDICO,2025,1,392441926.00
45309606000141,UNIMED FRANCA - SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS E HOSPITALARES,2025,1,8178763089.00
42946061000196,UNIMED ALFENAS COOPERATIVA DE TRABALHO MEDICO,2025,1,762591260.00
43293604000186,SANTA HELENA ASSISTÊNCIA MÉDICA S/A.,2025,1,20737769659.00
75054940000162,FUNDAÇÃO COPEL DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL,2025,1,8137402669.00
45207131000182,UNIMED DE GUARATINGUETA-COOPERATIVA DE TRABALHO MÉDICO,2025,1,1672458302.00
41687179000184,UNIMED PATROCÍNIO COOPERATIVA DE TRABALHO MÉDICO LTDA.,2025,1,1202077695.00
76590884000143,UNIMED DO ESTADO DE SANTA CATARINA FED. EST. DAS COOP. MÉD.,2025,1,14173968264.00
58229691000180,UNIMED DE SANTOS COOP DE TRAB MEDICO,2025,1,20183457161.00
07583396000196,UNIMED DO CARIRI - SOCIEDADE COOPERATIVA MÉDICA LTDA,2025,1,3544677666.00
88258884000120,UNIMED VALE DO SINOS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA,2025,1,10049931503.00
79831608000118,SIM - CAIXA DE ASSISTÊNCIA À SAÚDE,2025,1,3084943148.00
71063853000110,UNIMED ITAÚNA COOPERATIVA DE TRABALHO MÉDICO LTDA.,2025,1,1473020271.00
87638334000173,UNIMED ERECHIM - COOPERATIVA DE SERVIÇOS DE SAÚDE LTDA.,2025,1,2096426012.00
01608379000180,UNIMED CENTRO OESTE PAULISTA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS,2025,1,3381095651.00
87647756000105,UNIMED NOROESTE/RS - SOCIEDADE COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,2025,1,4696456306.00
27578434000120,UNIMED VITORIA COOPERATIVA DE TRABALHO MEDICO,2025,1,45269596121.00
00361325000108,HUMANA SAÚDE NORDESTE LTDA.,2025,1,23777845967.00
19969500000164,DESBAN - FUNDAÇÃO BDMG DE SEGURIDADE SOCIAL,2025,1,483778950.00
37898335000189,UNIMED DE MINEIROS COOPERATIVA DE TRABALHO MÉDICO,2025,1,940088980.00
37035441000139,SELECT OPERADORA DE PLANO DE SAUDE LTDA,2025,1,1117104496.00
53678264000165,UNIMED LESTE PAULISTA COOPERATIVA DE TRABALHO MÉDICO,2025,1,6029013047.00
81064511000179,UNIMED APUCARANA COOPERATIVA DE TRABALHO MÉDICO,2025,1,2258453365.00
80297161000128,UNIMED NORTE DO PARANÁ COOPERATIVA REGIONAL DE TRABALHO MÉDICO,2025,1,932374231.00
37256591000172,UNIODONTO DO SUL GOIANO COOPERATIVA ODONTOLOGICA,2025,1,154189763.00
00891689000191,UNIODONTO GOIANIA COOPERATIVA DE CIRURGIÕES DENTISTAS,2025,1,425557238.00
04204285000133,CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DA AMAZÔNIA - CASF,2025,1,1517806254.00
44649812000138,NOTRE DAME INTERMÉDICA SAÚDE S.A.,2025,1,230636527467.00
42855999000109,UNIMED TRÊS CORAÇÕES COOPERATIVA DE TRABALHO MÉDICO LTDA.,2025,1,920337898.00
63367700000139,CAIXA DE ASSISTÊNCIA DOS SERVIDORES FAZENDÁRIOS ESTADUAIS,2025,1,2471587098.00
16991945000152,UNIMED VALE DO AÇO COOPERATIVA DE TRABALHO MÉDICO,2025,1,3889313917.00
44673382000190,OMINT SERVIÇOS DE SAÚDE S.A.,2025,1,54646148978.00
24676884000167,UNIMED RONDONOPOLIS COOPERATIVA DE TRABALHO MÉDICO LTDA,2025,1,5896850449.00
02864364000145,PLANO DE SAÚDE ANA COSTA LTDA.,2025,1,7007007822.00
28974020000182,UNIMED NOROESTE FLUMINENSE - COOPERATIVA DE TRABALHO MÉDICO LTDA,2025,1,1550398028.00
77858611000108,UNIMED GRANDE FLORIANÓPOLIS-COOPERATIVA DE TRABALHO MEDICO,2025,1,29366786755.00
59007799000190,ASSOCIACAO DE SAUDE HOLAMBRA,2025,1,293890588.00
03657699000155,SINDIFISCO NACIONAL - SINDICATO NACIONAL DOS AUDITORES-FISCAIS DA RECEITA FEDERAL DO BRASIL,2025,1,14249241200.00
37880952000157,VIVACOM PLANOS DE SAÚDE,2025,1,1920138124.00
12923462000160,UNIODONTO DE JOÃO PESSOA COOPERATIVA ODONTOLÓGICA,2025,1,405620091.00
96396395000162,UNIODONTO PAULISTA-FEDERAÇÃO DAS COOPERATIVAS ODONTOLÓGICAS DO ESTADO DE SÃO PAULO,2025,1,274073984.00
75003525000180,UNIMED DE PARANAGUÁ COOPERATIVA DE TRABALHO MÉDICO,2025,1,2591326168.00
00006037000127,UNIMED DE TATUI - COOPERATIVA DE TRABALHO MÉDICO,2025,1,2465079790.00
10219897000100,UNIMED OESTE DO PARÁ - COOPERATIVA DE TRABALHO MÉDICO,2025,1,2361999910.00
25686544000180,UNIMED DE UBA COOPERATIVA DE TRABALHO MEDICO,2025,1,911282440.00
89100135000132,UNIMED PLANALTO CENTRAL/RS - COOPERATIVA DE ASSISTÊNCIA  À SAÚDE LTDA.,2025,1,745866136.00
03044492000105,HOSPITAL S.P. LTDA.,2025,1,266136010.00
45171402000197,UNIMED DE TAUBATÉ COOPERATIVA DE TRABALHO MÉDICO,2025,1,1185507184.00
02513939000185,PLANO ASSISTENCIAL SÃO LUCAS LTDA,2025,1,155496284.00
37382009000114,CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA SANEAGO,2025,1,2312575649.00
64388812000139,UNIMED TRÊS PONTAS - COOPERATIVA DE TRABALHO MÉDICO,2025,1,664818860.00
45272366000158,UNIMED DE ARARAQUARA - COOP. DE TRAB. MÉDICO,2025,1,8024552100.00
35917970000130,UNIMED DE VOLTA REDONDA COOPERATIVA DE TRABALHO MÉDICO,2025,1,10301550939.00
02127779000136,LEADER ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA.,2025,1,1467511608.00
85241339000132,UNIMED DE TUBARAO - COOPERATIVA DE TRABALHO MEDICO DA REGIAO DA AMUREL,2025,1,4219385935.00
00494870000164,UNIMED DE IBITINGA COOPERATIVA DE TRABALHO MÉDICO,2025,1,1739710881.00
56762172000157,UNIMED DE TUPA COOPERATIVA DE TRABALHO MÉDICO,2025,1,1101613440.00
30505523000150,DONA SAÚDE CLINICAS LTDA,2025,1,330617769.00
81710865000143,UNIMED NOROESTE DO PARANÁ COOP DE TRABALHO MÉDICO .,2025,1,1687847227.00
02254846000183,COOPERATIVA ODONTOLÓGICA DO ESTADO DO AMAPÁ,2025,1,109110830.00
78953023000108,UNIMED NORTE PIONEIRO - COOPERATIVA DE TRABALHO MÉDICO,2025,1,1566850740.00
59499251000105,UNIMED DE CAPIVARI -COOPERATIVA DE TRABALHO MÉDICO,2025,1,1184333808.00
88938089000182,UNIODONTO PORTO ALEGRE COOPERATIVA ODONTOLOGICA LTDA,2025,1,392725368.00
02849393000138,BENSAUDE PLANO DE ASSISTENCIA MEDICA HOSPITALAR LTDA.,2025,1,7617229565.00
87158507000156,COOPERATIVA CENTRAL UNIMED DE COOPERATIVAS DE ASSISTÊNCIA À SAÚDE DO RIO GRANDE DO SUL LTDA.,2025,1,6897618543.00
84537141000138,SAMEL PLANO DE SAÚDE LTDA,2025,1,9080597448.00
08707473000135,UNIMED CAMPINA GRANDE - COOPERATIVA DE TRABALHO MEDICO LTDA,2025,1,7440212886.00
42939207000176,UNIMED CAMPO BELO- COOPERATIVA DE TRABALHO MÉDICO,2025,1,239913834.00
25971433000115,UNIMED MURIAÉ COOPERATIVA DE TRABALHO MEDICO LTDA,2025,1,1741470370.00
63554067000198,HAPVIDA ASSISTENCIA MEDICA S.A.,2025,1,223281347514.00
15308521000188,UNIODONTO BELÉM - COOPERATIVA DE ASSISTÊNCIA À SAÚDE ODONTOLÓGICA,2025,1,775648667.00
20320487000105,AGROS - INSTITUTO UFV DE SEGURIDADE SOCIAL,2025,1,2106316913.00
48628366000136,UNIMED DE SANTA BÁRBARA D'OESTE E AMERICANA - COOP DE TRABALHO MÉDICO,2025,1,8790974958.00
51093193000103,UNIMED DE ARACATUBA - COOPERATIVA DE TRABALHO MÉDICO,2025,1,3850769026.00
44456036000150,UNIMED DE BAURU COOPERATIVA DE TRABALHO MÉDICO,2025,1,12233295303.00
81170003000175,UNIMED DE CASCAVEL COOPERATIVA DE TRABALHO MÉDICO,2025,1,12084649625.00
25471574000179,UNIMED SÃO LOURENÇO COOPERATIVA DE TRABALHO MÉDICO,2025,1,1528973347.00
17333055000116,UNIODONTO UBERABA - COOPERATIVA DE ASSISTÊNCIA À SAÚDE ODONTOLÓGICA LTDA,2025,1,149700739.00
02618303000106,FUNASA SAÚDE,2025,1,388014838.00
80871551000160,UNIMED PATO BRANCO SOCIEDADE COOPERATIVA DE MÉDICOS,2025,1,4353599892.00
02580965000126,UNIODONTO ESPIRITO SANTO COOPERATIVA ODONTOLOGICA,2025,1,126398263.00
70523899000102,UNIMED VALE DO JAURU COOPERATIVA DE TRABALHO MÉDICO,2025,1,1324227027.00
78931391000155,UNIMED COSTA OESTE - COOPERATIVA DE TRABALHO MÉDICO,2025,1,4831123578.00
76767219000182,UNIMED REGIONAL MARINGÁ COOP.DE TRABALHO MÉDICO,2025,1,19054638692.00
02248344000140,UNIMED FRUTAL COOPERATIVA DE TRABALHO MEDICO LTDA,2025,1,881823775.00
39384664000137,UNIMED NOROESTE CAPIXABA COOPERATIVA DE TRABALHO MÉDICO.,2025,1,4460842766.00
35988963000120,UNIMED NORTE CAPIXABA- COOPERATIVA DE TRABALHO MÉDICO,2025,1,3082615328.00
00381694000154,UNIMED ALTO VALE - COOPERATIVA DE TRABALHO MÉDICO,2025,1,1909104895.00
02862447000103,NOSSA SAÚDE - OPERADORA PLANOS PRIVADOS DE ASSISTÊNCIA  À SAÚDE LTDA.,2025,1,5738770595.00
56269913000162,PREVIDENT ASSISTÊNCIA ODONTOLÓGICA S.A,2025,1,863807470.00
20119509000165,FUNDAÇÃO LIBERTAS DE SEGURIDADE SOCIAL,2025,1,1518289197.00
00846662000187,LIV LINHAS INTELIGENTES DE ATENÇÃO À VIDA S/A,2025,1,4977595862.00
02725347000127,CARE PLUS MEDICINA ASSISTENCIAL LTDA.,2025,1,46044189485.00
44857357000166,METRUS INSTITUTO DE SEGURIDADE SOCIAL,2025,1,8831571749.00
01367538000100,UNIODONTO MARINGA COOPERATIVA ODONTOLOGICA,2025,1,129912159.00
22027346000116,PLANO DE ASSISTÊNCIA MÉDICA MINEIRA LTDA,2025,1,66130991.00
31240963000196,ASSOCIAÇÃO BENEFICENTE DOS PROFESSORES PÚBLICOS ATIVOS E INATIVOS DO RIO DE JANEIRO - APPAI,2025,1,2279796034.00
92911056000116,ASSOCIAÇÃO DOS FISCAIS DE TRIBUTOS ESTADUAIS DO RS - AFISVEC,2025,1,45687343.00
02149799000108,UNIODONTO VALE HISTORICO COOPERATIVA ODONTOLOGICA,2025,1,145409137.00
02476067000122,UNIMED GOIANIA COOPERATIVA DE TRABALHO MÉDICO,2025,1,59047842624.00
17790718000121,UNIMED UBERLÂNDIA COOPERATIVA REGIONAL TRABALHO MÉDICO LTDA,2025,1,17626477974.00
13170410000122,ASSOCIAÇÃO DOS EMPREGADOS DA COMPANHIA ESTADUAL DE HABITAÇÃO E OBRAS PÚBLICAS - ASSEC,2025,1,662368504.00
01445199000124,UNIHOSP SAÚDE LTDA,2025,1,3845344604.00
48717516000188,UNIMED DE LORENA COOPERATIVA DE TRABALHO MÉDICO,2025,1,1080876942.00
05814777000103,CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DO NORDESTE DO BRASIL,2025,1,9539845288.00
42892281000184,UNIMED GOVERNADOR VALADARES COOP. DE TRABALHO MÉDICO LTDA.,2025,1,7018101345.00
00366982000130,CENTRAL REGIONAL DAS COOPERATIVAS MÉDICAS - UNIMED CERRADO,2025,1,3019488532.00
42936518000181,UNIMED LEOPOLDINA COOPERATIVA DE TRABALHO MÉDICO LTDA,2025,1,651799408.00
34011288000111,ASSOCIAÇÃO DOS AUDITORES FISCAIS DA RECEITA ESTADUAL DO RIO DE JANEIRO,2025,1,766183238.00
04503249000170,ASSOCIAÇÃO DOS FUNCIONÁRIOS FISCAIS DO ESTADO DO AMAZONAS - AFFEAM,2025,1,207456459.00
00856424000152,CARE PLUS ODONTOLOGIA ASSISTENCIAL LTDA.,2025,1,261959329.00
02751464000165,ODONTOGROUP SISTEMA DE SAÚDE LTDA.,2025,1,293071533.00
70094578000130,COMSEDER - COOPERATIVA DE ASSISTÊNCIA MÉDICA DOS SERVIDORES DA SUPLAN E DO DER LTDA,2025,1,201419519.00
00773639000100,CENTRO CLÍNICO GAÚCHO LTDA,2025,1,9757278151.00
67839969000121,AMEPLAN ASSISTÊNCIA MÉDICA PLANEJADA LTDA,2025,1,1927549644.00
37135365000133,ESMALE ASSISTENCIA INTERNACIONAL DE SAUDE LTDA.,2025,1,1812531364.00
69099307000198,CROWN ODONTOLOGIA DE GRUPO LTDA,2025,1,24669719.00
68668045000172,AMESC - ASSOCIAÇÃO MÉDICA ESPÍRITA CRISTÃ,2025,1,2848142630.00
02989632000155,EVANGELICO SAUDE LTDA.,2025,1,578907046.00
53454617000143,SISTEMA TOTAL DE SAÚDE LTDA.,2025,1,263223946.00
02220135000198,ASSOCIAÇÃO GOIANA DO MINISTÉRIO PÚBLICO,2025,1,523265739.00
03123146000112,BIO SAÚDE SERVIÇOS MÉDICOS LTDA,2025,1,424218101.00
03098226000165,SÃO FRANCISCO ASSISTÊNCIA MÉDICA LTDA,2025,1,1429893901.00
72350382000194,COOPERATIVA DOS USUÁRIOS DE SERVIÇOS DE SAÚDE DO VALE DO RIO DOS SINOS LTDA,2025,1,392907095.00
03273825000178,METLIFE PLANOS ODONTOLÓGICOS LTDA.,2025,1,2223431707.00
83367342000171,ASSOCIAÇÃO ADVENTISTA NORTE BRASILEIRA DE PREVENÇÃO E ASSISTÊNCIA A SAÚDE,2025,1,3801382301.00
71565659000133,ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE ITAPETININGA,2025,1,191926664.00
03268622000193,COOPERATIVA DOS USUÁRIOS DE SERVIÇOS DE SAÚDE LTDA.,2025,1,508848678.00
59766105000107,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE,2025,1,103665262.00
57272510000135,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE,2025,1,503730213.00
00147571000153,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE BAURU,2025,1,1256728361.00
02009924000184,GAMA SAUDE LTDA.,2025,1,167152709.00
03219363000100,SEPACO SAÚDE LTDA,2025,1,113085625.00
28023703000154,ÔNIX OPERADORA DE PLANOS DE SAÚDE LTDA,2025,1,58065464.00
72916364000127,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE BARRETOS,2025,1,169948976.00
00665690000106,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE DRACENA,2025,1,103346514.00
66491036000123,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE JAÚ,2025,1,119369796.00
66493339000185,ASSOCIAÇÃO POLICIAL DE ASSISTENCIA A SAUDE DE BOTUCATU,2025,1,91941533.00
71753297000104,ASSOCIAÇÃO POLICIAL DE ASSISTENCIA À SAUDE DE SAO JOAO DA BOA VISTA,2025,1,225242679.00
24729097000136,SANTA CASA DA MISERICÓRDIA DE SÃO JOÃO DEL REI,2025,1,31924703.00
72918287000144,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE RIBEIRÃO PRETO (APAS),2025,1,760886912.00
03424929000136,SAUDE PAS - MEDICINA E ODONTO,2025,1,4326581719.00
68687722000108,G & M ASSESSORIA MEDICA EMPRESARIAL LTDA,2025,1,9539357.00
00642842000147,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE - VALE DO RIBEIRA,2025,1,89420392.00
00444803000135,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA A SAÚDE,2025,1,316586166.00
73565319000138,ASSOCIACAO CIVIL PRÓ-SAÚDE DOS SERVIDORES DA UNIVERSIDADE ESTADUAL DE PONTA GROSSA,2025,1,196530644.00
03494031000134,COOPERATIVA ODONTOLÓGICA POÇOS DE CALDAS,2025,1,148929041.00
00034259000153,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA A SAÚDE DA BAIXADA SANTISTA,2025,1,657054277.00
71559272000174,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE,2025,1,972602239.00
60499365000134,FUNDACAO LEONOR DE BARROS CAMARGO,2025,1,1690282755.00
