CNPJ,RazaoSocial,Trimestre,Ano,ValorDespesas
01659087000176,UNIMED VILHENA - COOPERATIVA DE TRABALHO MEDICO LTDA,1,2025,7008542.91
02192677000102,UNIMED MORRINHOS COOPERATIVA DE TRABALHO MEDICO,1,2025,2488072.08
02338268000163,UNIODONTO DE SC COOPERATIVA ADMINISTRADORA DE CONTRATOS,1,2025,4310304.69
47565155000139,UNIMED DE PINDAMONHANGABA - COOPERATIVA TRABALHO MEDICO,1,2025,11512466.77
03980208000102,UNIMED REGIONAL DE TRES LAGOAS COOPERATIVA DE TRABALHO MÉDICO,1,2025,8313422.65
87547444000120,ASSOCIAÇÃO DR. BARTHOLOMEU TACCHINI,1,2025,52919238.97
49320799000192,ECONOMUS INSTITUTO DE SEGURIDADE SOCIAL,1,2025,23153541.99
21575709000195,SANTA CASA DE MISERICÓRDIA DE JUIZ DE FORA,1,2025,38663851.63
29780384000194,HSMED SAUDE LTDA,1,2025,915572.55
00531736000196,UNIODONTO JACAREÍ COOPERATIVA ODONTOLÓGICA,1,2025,999387.00
45572583000163,GARANTIA DE SAÚDE LTDA,1,2025,21877779.92
13100755000100,ASSOCIACAO DOS PROFESSORES UNIVERSITÁRIOS DA BAHIA,1,2025,6765142.23
24294787000100,UNIMED SOUSA - COOPERATIVA DE TRABALHO MÉDICO,1,2025,3377742.50
75222224000147,UNIMED DE LONDRINA COOPERATIVA DE TRABALHO MÉDICO,1,2025,245045365.32
28502128000172,CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO SISTEMA FINANCEIRO BANESTES,1,2025,19181682.75
37496767000163,UNIODONTO DE MATO GROSSO COOP TRAB ODONTOLOGICO LTDA,1,2025,456852.80
15594468000129,PLAMED PLANO DE ASSISTENCIA MEDICA LTDA,1,2025,17881191.25
33721226000130,SAMOC S.A. - SOCIEDADE ASSISTENCIAL MÉDICA E ODONTO CIRÚRGICA,1,2025,14743583.84
88732318000108,UNIMED ALTO DA SERRA - SOCIEDADE COOPERATIVA DE SERVIÇO MÉDICO LTDA.,1,2025,13191805.87
01012474000116,UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA,1,2025,3092026.22
28630531000187,UNIMED-SÃO GONÇALO - NITERÓI - SOC.COOP.SERV.MED E HOSP LTDA,1,2025,234228552.77
00342481000113,UNIMED CALDAS NOVAS - COOPERATIVA DE TRABALHO MEDICO,1,2025,7053098.66
16513178000176,UNIMED BELO HORIZONTE COOPERATIVA DE TRABALHO MÉDICO,1,2025,1328135937.82
02314168000105,UNIMED CAJAZEIRAS - SOCIEDADE COOPERATIVA DE TRABALHO MÉDICO,1,2025,906076.58
33601568000117,CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO SETOR PÚBLICO DO ESTADO DE GOIÁS - CAEME,1,2025,870623.44
96509690000188,SÃO LUCAS SAÚDE S/A,1,2025,48779794.57
28714533000154,UNIMED NOVA IGUACU COOPERATIVA DE TRABALHO MEDICO,1,2025,89660716.84
26185199000163,UNIODONTO REGIONAL COOPERATIVA ODONTOLOGICA,1,2025,4750201.56
17845504000105,UNIMED VARGINHA COOPERATIVA DE TRABALHO MÉDICO,1,2025,35678946.34
02018620000183,UNIMED DE CORUMBA COOPERATIVA DE TRABALHO MÉDICO,1,2025,2695673.94
62511019000150,ALVORECER - ASSOCIAÇÃO DE SOCORROS MÚTUOS,1,2025,77357233.08
11214624000128,UNIMED RECIFE COOPERATIVA DE TRABALHO MÉDICO,1,2025,349875851.90
44945962000199,SANTA CASA DE MISERICÓRDIA E ASILO DOS POBRES DE BATATAIS,1,2025,1001590.52
59849182000112,SANTA CASA DE MISERICORDIA DE SAO JOAQUIM DA BARRA,1,2025,14754930.57
08237810000178,UNIODONTO/RN - COOPERATIVA ODONTOLOGICA DO RIO GRANDE DO NORTE,1,2025,4422076.04
66477217000103,UNIMED LAVRAS COOPERATIVA DE TRABALHO MÉDICO,1,2025,15925517.85
65422339000121,UNIMED AMPARO COOPERATIVA DE TRABALHO MÉDICO,1,2025,54378036.42
21839519000138,UNIMED CONSELHEIRO LAFAIETE COOPERATIVA DE TRABALHO MÉDICO LTDA,1,2025,29899974.55
,,1,2025,1378926.75
65732836000126,UNIMED DE BIRIGUI - COOPERATIVA DE TRABALHO MÉDICO,1,2025,14441683.92
52204526000197,UNIODONTO PIRACICABA - COOPERATIVA ODONTOLÓGICA,1,2025,4216882.89
42043067000153,UNIMED EXTREMO SUL COOPERATIVA DE TRABALHO MÉDICO,1,2025,29617812.02
58837188000107,UNIMED SALTO/ITU - COOPERATIVA MÉDICA,1,2025,69415812.31
33719485000127,CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DO BRASIL,1,2025,1823460452.80
,,1,2025,2233707.87
00628107000189,FUNDAÇÃO ASSISTENCIAL DOS SERVIDORES DO MINISTÉRIO DA FAZENDA,1,2025,372316564.18
01569902000106,UNIMED CAÇADOR COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO DO CONTESTADO,1,2025,15649602.68
71925531000133,UNIMED DE BARRETOS COOPERATIVA DE TRABALHO MÉDICO,1,2025,11441666.89
00697509000135,UNIMED CENTRO RONDÔNIA COOPERATIVA DE TRABALHO MÉDICO,1,2025,48368929.49
69015113000167,UNIODONTO DE AMERICANA COOPERATIVA ODONTOLÓGICA,1,2025,2004557.65
56384183000140,IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE RIO CLARO,1,2025,26543324.40
26368613000170,UNIMED CARATINGA - COOPERATIVA DE TRABALHO MÉDICO LTDA,1,2025,9082087.04
59527440000144,UNIODONTO DE JUNDIAÍ COOPERATIVA ODONTOLÓGICA,1,2025,1375441.13
01052203000194,CAIXA ASSISTENCIAL UNIVERSITARIA DO RIO DE JANEIRO,1,2025,2708036.34
54012406000113,UNIMED ANHANGUERA COOPERATIVA DE TRABALHO MÉDICO,1,2025,67578995.06
95642179000197,HUMANA SAÚDE LTDA.,1,2025,95325513.95
01554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,1,2025,21333239.51
42889436000123,UNIMED ALTO SÃO FRANCISCO COOPERATIVA DE TRABALHO MÉDICO,1,2025,10844399.55
45399961000159,UNIMED SOROCABA COOPERATIVA DE TRABALHO MÉDICO,1,2025,262611603.39
62550256000120,NOTRE DAME INTERMÉDICA MINAS GERAIS SAÚDE S.A.,1,2025,216137432.48
00338763000147,PLENA SAÚDE S.A.,1,2025,53962399.13
,,1,2025,27179885.09
01387625000110,DOCTOR CLIN OPERADORA DE PLANOS DE SAÚDE LTDA.,1,2025,71783553.45
77781706000162,UNIMED PONTA GROSSA COOPERATIVA DE TRABALHO MEDICO,1,2025,78591312.73
,,1,2025,60120286.98
02668512000156,H.B. SAÚDE S/A.,1,2025,73587049.60
01143922000110,UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO,1,2025,5481426.31
16415598000110,UNIMED DO SUDOESTE COOPERATIVA DE TRABALHO MEDICO LTDA,1,2025,58807758.13
51304798000104,UNIODONTO DE CAMPINAS COOPERATIVA ODONTOLÓGICA,1,2025,19832772.74
89640452000141,UNIMED REGIÃO DA CAMPANHA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,1,2025,8120012.23
00950062000164,CENTRO HOSPITALAR ATIBAIA LTDA.,1,2025,25869335.46
82239476000144,UNIODONTO DE LONDRINA COOP. ODONTOLÓGICA,1,2025,1068998.17
45232246000127,UNIMED DE RIBEIRAO PRETO - COOPERATIVA DE TRABALHO MÉDICO,1,2025,190319762.24
02896924000143,POLI SAUDE OPERADORA DE PLANO DE SAUDE LTDA,1,2025,7914271.09
45118429000116,UNIMED DE CATANDUVA - COOPERATIVA DE TRABALHO MÉDICO,1,2025,31084711.58
45467404000128,UNIMED DE REGISTRO COOPERATIVA DE TRABALHO MÉDICO,1,2025,7137096.01
,,1,2025,3389653.45
87689527000153,UNIMED FRONTEIRA NOROESTE/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,1,2025,19815417.88
66191263000133,UNIMED JOÃO MONLEVADE COOPERATIVA DE TRABALHO MÉDICO LTDA.,1,2025,19890176.52
62231527000184,CAIXA BENEFICENTE DOS FUNCIONARIOS DO BANCO DO ESTADO DE SÃO PAULO,1,2025,268886477.60
87096616000196,UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.,1,2025,857804220.65
72234164000194,UNIMED ALTO JACUÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA,1,2025,3892948.14
07057185000110,UNIMED MARANHÃO DO SUL - COOPERATIVA DE TRABALHO MÉDICO,1,2025,34324612.58
02852017000100,SISTEMAS E PLANOS DE SAÚDE LTDA.,1,2025,16469091.10
40294225000112,UNIMED DE CAMPOS COOPERATIVA DE TRABALHO MÉDICO,1,2025,59040122.75
57149775000140,UNIMED SUL PAULISTA - COOPERATIVA DE TRABALHO MÉDICO,1,2025,16837739.31
38499547000156,UNIMED PATOS DE MINAS COOPERATIVA TRABALHO MÉDICO LTDA.,1,2025,58118609.78
59901454000186,SANTA CASA DE MISERICORDIA HOSPITAL SÃO VICENTE,1,2025,5750944.22
07241136000132,UNIMED TERESINA - COOPERATIVA DE TRABALHO MÉDICO,1,2025,129196849.27
73967085000155,UNIMED NORTE DO MATO GROSSO COOPERATIVA DE TRABALHO MÉDICO,1,2025,97114808.37
00532888000103,UNIMED REGIÃO DA PRODUÇÃO/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA,1,2025,3897241.20
00730439000170,UNIMED PONTAL DO TRIÂNGULO - COOPERATIVA DE TRABALHO MÉDICO,1,2025,9647192.57
45359213000142,UNIMED SÃO CARLOS - COOPERATIVA DE TRABALHO MÉDICO,1,2025,124549059.74
17774738000109,UNIMED UBERABA COOPERATIVA DE TRABALHO MEDICO LTDA.,1,2025,92447047.87
71695746000105,UNIMED DE LINS - COOPERATIVA DE TRABALHOS MÉDICOS,1,2025,20232783.11
85283299000191,UNIMED CHAPECÓ - COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO OESTE CATARINENSE,1,2025,53394968.53
20909271000171,UNIMED ARAGUARI COOPERATIVA DE TRABALHO MÉDICO,1,2025,19710839.19
02774736000142,OPERADORA UNIESTE DE PLANOS DE SAÚDE LTDA,1,2025,37968650.39
54370630000187,IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PIRACICABA,1,2025,41318417.16
96182068000108,UNIMED DE SAO JOSÉ DO RIO PARDO-COOP. DE TRAB. MÉDICO,1,2025,8012959.36
81733115000197,UNIMED DE CIANORTE - COOPERATIVA DE TRABALHO MEDICO,1,2025,11410218.34
86584901000193,UNIMED MACHADO COOPERATIVA DE TRABALHO MEDICO,1,2025,3924419.26
45309606000141,UNIMED FRANCA - SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS E HOSPITALARES,1,2025,81787630.89
42946061000196,UNIMED ALFENAS COOPERATIVA DE TRABALHO MEDICO,1,2025,7625912.60
43293604000186,SANTA HELENA ASSISTÊNCIA MÉDICA S/A.,1,2025,207377696.59
75054940000162,FUNDAÇÃO COPEL DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL,1,2025,81374026.69
45207131000182,UNIMED DE GUARATINGUETA-COOPERATIVA DE TRABALHO MÉDICO,1,2025,16724583.02
41687179000184,UNIMED PATROCÍNIO COOPERATIVA DE TRABALHO MÉDICO LTDA.,1,2025,12020776.95
76590884000143,UNIMED DO ESTADO DE SANTA CATARINA FED. EST. DAS COOP. MÉD.,1,2025,141739682.64
58229691000180,UNIMED DE SANTOS COOP DE TRAB MEDICO,1,2025,201834571.61
07583396000196,UNIMED DO CARIRI - SOCIEDADE COOPERATIVA MÉDICA LTDA,1,2025,35446776.66
88258884000120,UNIMED VALE DO SINOS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA,1,2025,100499315.03
79831608000118,SIM - CAIXA DE ASSISTÊNCIA À SAÚDE,1,2025,30849431.48
71063853000110,UNIMED ITAÚNA COOPERATIVA DE TRABALHO MÉDICO LTDA.,1,2025,14730202.71
87638334000173,UNIMED ERECHIM - COOPERATIVA DE SERVIÇOS DE SAÚDE LTDA.,1,2025,20964260.12
01608379000180,UNIMED CENTRO OESTE PAULISTA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS,1,2025,33810956.51
87647756000105,UNIMED NOROESTE/RS - SOCIEDADE COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,1,2025,46964563.06
27578434000120,UNIMED VITORIA COOPERATIVA DE TRABALHO MEDICO,1,2025,452695961.21
00361325000108,HUMANA SAÚDE NORDESTE LTDA.,1,2025,237778459.67
19969500000164,DESBAN - FUNDAÇÃO BDMG DE SEGURIDADE SOCIAL,1,2025,4837789.50
37898335000189,UNIMED DE MINEIROS COOPERATIVA DE TRABALHO MÉDICO,1,2025,9400889.80
37035441000139,SELECT OPERADORA DE PLANO DE SAUDE LTDA,1,2025,11171044.96
53678264000165,UNIMED LESTE PAULISTA COOPERATIVA DE TRABALHO MÉDICO,1,2025,60290130.47
81064511000179,UNIMED APUCARANA COOPERATIVA DE TRABALHO MÉDICO,1,2025,22584533.65
80297161000128,UNIMED NORTE DO PARANÁ COOPERATIVA REGIONAL DE TRABALHO MÉDICO,1,2025,9323742.31
37256591000172,UNIODONTO DO SUL GOIANO COOPERATIVA ODONTOLOGICA,1,2025,1541897.63
00891689000191,UNIODONTO GOIANIA COOPERATIVA DE CIRURGIÕES DENTISTAS,1,2025,4255572.38
04204285000133,CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DA AMAZÔNIA - CASF,1,2025,15178062.54
44649812000138,NOTRE DAME INTERMÉDICA SAÚDE S.A.,1,2025,2306365274.67
42855999000109,UNIMED TRÊS CORAÇÕES COOPERATIVA DE TRABALHO MÉDICO LTDA.,1,2025,9203378.98
63367700000139,CAIXA DE ASSISTÊNCIA DOS SERVIDORES FAZENDÁRIOS ESTADUAIS,1,2025,24715870.98
16991945000152,UNIMED VALE DO AÇO COOPERATIVA DE TRABALHO MÉDICO,1,2025,38893139.17
44673382000190,OMINT SERVIÇOS DE SAÚDE S.A.,1,2025,546461489.78
24676884000167,UNIMED RONDONOPOLIS COOPERATIVA DE TRABALHO MÉDICO LTDA,1,2025,58968504.49
02864364000145,PLANO DE SAÚDE ANA COSTA LTDA.,1,2025,70070078.22
28974020000182,UNIMED NOROESTE FLUMINENSE - COOPERATIVA DE TRABALHO MÉDICO LTDA,1,2025,15503980.28
77858611000108,UNIMED GRANDE FLORIANÓPOLIS-COOPERATIVA DE TRABALHO MEDICO,1,2025,293667867.55
59007799000190,ASSOCIACAO DE SAUDE HOLAMBRA,1,2025,2938905.88
03657699000155,SINDIFISCO NACIONAL - SINDICATO NACIONAL DOS AUDITORES-FISCAIS DA RECEITA FEDERAL DO BRASIL,1,2025,142492412.00
37880952000157,VIVACOM PLANOS DE SAÚDE,1,2025,19201381.24
12923462000160,UNIODONTO DE JOÃO PESSOA COOPERATIVA ODONTOLÓGICA,1,2025,4056200.91
96396395000162,UNIODONTO PAULISTA-FEDERAÇÃO DAS COOPERATIVAS ODONTOLÓGICAS DO ESTADO DE SÃO PAULO,1,2025,2740739.84
75003525000180,UNIMED DE PARANAGUÁ COOPERATIVA DE TRABALHO MÉDICO,1,2025,25913261.68
00006037000127,UNIMED DE TATUI - COOPERATIVA DE TRABALHO MÉDICO,1,2025,24650797.90
10219897000100,UNIMED OESTE DO PARÁ - COOPERATIVA DE TRABALHO MÉDICO,1,2025,23619999.10
25686544000180,UNIMED DE UBA COOPERATIVA DE TRABALHO MEDICO,1,2025,9112824.40
89100135000132,UNIMED PLANALTO CENTRAL/RS - COOPERATIVA DE ASSISTÊNCIA  À SAÚDE LTDA.,1,2025,7458661.36
03044492000105,HOSPITAL S.P. LTDA.,1,2025,2661360.10
45171402000197,UNIMED DE TAUBATÉ COOPERATIVA DE TRABALHO MÉDICO,1,2025,11855071.84
02513939000185,PLANO ASSISTENCIAL SÃO LUCAS LTDA,1,2025,1554962.84
37382009000114,CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA SANEAGO,1,2025,23125756.49
64388812000139,UNIMED TRÊS PONTAS - COOPERATIVA DE TRABALHO MÉDICO,1,2025,6648188.60
45272366000158,UNIMED DE ARARAQUARA - COOP. DE TRAB. MÉDICO,1,2025,80245521.00
35917970000130,UNIMED DE VOLTA REDONDA COOPERATIVA DE TRABALHO MÉDICO,1,2025,103015509.39
02127779000136,LEADER ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA.,1,2025,14675116.08
85241339000132,UNIMED DE TUBARAO - COOPERATIVA DE TRABALHO MEDICO DA REGIAO DA AMUREL,1,2025,42193859.35
00494870000164,UNIMED DE IBITINGA COOPERATIVA DE TRABALHO MÉDICO,1,2025,17397108.81
56762172000157,UNIMED DE TUPA COOPERATIVA DE TRABALHO MÉDICO,1,2025,11016134.40
30505523000150,DONA SAÚDE CLINICAS LTDA,1,2025,3306177.69
81710865000143,UNIMED NOROESTE DO PARANÁ COOP DE TRABALHO MÉDICO .,1,2025,16878472.27
02254846000183,COOPERATIVA ODONTOLÓGICA DO ESTADO DO AMAPÁ,1,2025,1091108.30
78953023000108,UNIMED NORTE PIONEIRO - COOPERATIVA DE TRABALHO MÉDICO,1,2025,15668507.40
59499251000105,UNIMED DE CAPIVARI -COOPERATIVA DE TRABALHO MÉDICO,1,2025,11843338.08
88938089000182,UNIODONTO PORTO ALEGRE COOPERATIVA ODONTOLOGICA LTDA,1,2025,3927253.68
02849393000138,BENSAUDE PLANO DE ASSISTENCIA MEDICA HOSPITALAR LTDA.,1,2025,76172295.65
87158507000156,COOPERATIVA CENTRAL UNIMED DE COOPERATIVAS DE ASSISTÊNCIA À SAÚDE DO RIO GRANDE DO SUL LTDA.,1,2025,68976185.43
84537141000138,SAMEL PLANO DE SAÚDE LTDA,1,2025,90805974.48
08707473000135,UNIMED CAMPINA GRANDE - COOPERATIVA DE TRABALHO MEDICO LTDA,1,2025,74402128.86
42939207000176,UNIMED CAMPO BELO- COOPERATIVA DE TRABALHO MÉDICO,1,2025,2399138.34
25971433000115,UNIMED MURIAÉ COOPERATIVA DE TRABALHO MEDICO LTDA,1,2025,17414703.70
63554067000198,HAPVIDA ASSISTENCIA MEDICA S.A.,1,2025,2232813475.14
15308521000188,UNIODONTO BELÉM - COOPERATIVA DE ASSISTÊNCIA À SAÚDE ODONTOLÓGICA,1,2025,7756486.67
20320487000105,AGROS - INSTITUTO UFV DE SEGURIDADE SOCIAL,1,2025,21063169.13
48628366000136,UNIMED DE SANTA BÁRBARA D'OESTE E AMERICANA - COOP DE TRABALHO MÉDICO,1,2025,87909749.58
51093193000103,UNIMED DE ARACATUBA - COOPERATIVA DE TRABALHO MÉDICO,1,2025,38507690.26
44456036000150,UNIMED DE BAURU COOPERATIVA DE TRABALHO MÉDICO,1,2025,122332953.03
81170003000175,UNIMED DE CASCAVEL COOPERATIVA DE TRABALHO MÉDICO,1,2025,120846496.25
25471574000179,UNIMED SÃO LOURENÇO COOPERATIVA DE TRABALHO MÉDICO,1,2025,15289733.47
17333055000116,UNIODONTO UBERABA - COOPERATIVA DE ASSISTÊNCIA À SAÚDE ODONTOLÓGICA LTDA,1,2025,1497007.39
02618303000106,FUNASA SAÚDE,1,2025,3880148.38
80871551000160,UNIMED PATO BRANCO SOCIEDADE COOPERATIVA DE MÉDICOS,1,2025,43535998.92
02580965000126,UNIODONTO ESPIRITO SANTO COOPERATIVA ODONTOLOGICA,1,2025,1263982.63
70523899000102,UNIMED VALE DO JAURU COOPERATIVA DE TRABALHO MÉDICO,1,2025,13242270.27
78931391000155,UNIMED COSTA OESTE - COOPERATIVA DE TRABALHO MÉDICO,1,2025,48311235.78
76767219000182,UNIMED REGIONAL MARINGÁ COOP.DE TRABALHO MÉDICO,1,2025,190546386.92
02248344000140,UNIMED FRUTAL COOPERATIVA DE TRABALHO MEDICO LTDA,1,2025,8818237.75
39384664000137,UNIMED NOROESTE CAPIXABA COOPERATIVA DE TRABALHO MÉDICO.,1,2025,44608427.66
35988963000120,UNIMED NORTE CAPIXABA- COOPERATIVA DE TRABALHO MÉDICO,1,2025,30826153.28
00381694000154,UNIMED ALTO VALE - COOPERATIVA DE TRABALHO MÉDICO,1,2025,19091048.95
02862447000103,NOSSA SAÚDE - OPERADORA PLANOS PRIVADOS DE ASSISTÊNCIA  À SAÚDE LTDA.,1,2025,57387705.95
56269913000162,PREVIDENT ASSISTÊNCIA ODONTOLÓGICA S.A,1,2025,8638074.70
20119509000165,FUNDAÇÃO LIBERTAS DE SEGURIDADE SOCIAL,1,2025,15182891.97
00846662000187,LIV LINHAS INTELIGENTES DE ATENÇÃO À VIDA S/A,1,2025,49775958.62
02725347000127,CARE PLUS MEDICINA ASSISTENCIAL LTDA.,1,2025,460441894.85
44857357000166,METRUS INSTITUTO DE SEGURIDADE SOCIAL,1,2025,88315717.49
01367538000100,UNIODONTO MARINGA COOPERATIVA ODONTOLOGICA,1,2025,1299121.59
22027346000116,PLANO DE ASSISTÊNCIA MÉDICA MINEIRA LTDA,1,2025,661309.91
31240963000196,ASSOCIAÇÃO BENEFICENTE DOS PROFESSORES PÚBLICOS ATIVOS E INATIVOS DO RIO DE JANEIRO - APPAI,1,2025,22797960.34
92911056000116,ASSOCIAÇÃO DOS FISCAIS DE TRIBUTOS ESTADUAIS DO RS - AFISVEC,1,2025,456873.43
02149799000108,UNIODONTO VALE HISTORICO COOPERATIVA ODONTOLOGICA,1,2025,1454091.37
02476067000122,UNIMED GOIANIA COOPERATIVA DE TRABALHO MÉDICO,1,2025,590478426.24
17790718000121,UNIMED UBERLÂNDIA COOPERATIVA REGIONAL TRABALHO MÉDICO LTDA,1,2025,176264779.74
13170410000122,ASSOCIAÇÃO DOS EMPREGADOS DA COMPANHIA ESTADUAL DE HABITAÇÃO E OBRAS PÚBLICAS - ASSEC,1,2025,6623685.04
01445199000124,UNIHOSP SAÚDE LTDA,1,2025,38453446.04
48717516000188,UNIMED DE LORENA COOPERATIVA DE TRABALHO MÉDICO,1,2025,10808769.42
05814777000103,CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DO NORDESTE DO BRASIL,1,2025,95398452.88
42892281000184,UNIMED GOVERNADOR VALADARES COOP. DE TRABALHO MÉDICO LTDA.,1,2025,70181013.45
00366982000130,CENTRAL REGIONAL DAS COOPERATIVAS MÉDICAS - UNIMED CERRADO,1,2025,30194885.32
42936518000181,UNIMED LEOPOLDINA COOPERATIVA DE TRABALHO MÉDICO LTDA,1,2025,6517994.08
34011288000111,ASSOCIAÇÃO DOS AUDITORES FISCAIS DA RECEITA ESTADUAL DO RIO DE JANEIRO,1,2025,7661832.38
04503249000170,ASSOCIAÇÃO DOS FUNCIONÁRIOS FISCAIS DO ESTADO DO AMAZONAS - AFFEAM,1,2025,2074564.59
00856424000152,CARE PLUS ODONTOLOGIA ASSISTENCIAL LTDA.,1,2025,2619593.29
02751464000165,ODONTOGROUP SISTEMA DE SAÚDE LTDA.,1,2025,2930715.33
70094578000130,COMSEDER - COOPERATIVA DE ASSISTÊNCIA MÉDICA DOS SERVIDORES DA SUPLAN E DO DER LTDA,1,2025,2014195.19
00773639000100,CENTRO CLÍNICO GAÚCHO LTDA,1,2025,97572781.51
12317012000123,ASSOCIAÇÃO DO FISCO DE ALAGOAS,1,2025,-1866031.89
67839969000121,AMEPLAN ASSISTÊNCIA MÉDICA PLANEJADA LTDA,1,2025,19275496.44
37135365000133,ESMALE ASSISTENCIA INTERNACIONAL DE SAUDE LTDA.,1,2025,18125313.64
69099307000198,CROWN ODONTOLOGIA DE GRUPO LTDA,1,2025,246697.19
68668045000172,AMESC - ASSOCIAÇÃO MÉDICA ESPÍRITA CRISTÃ,1,2025,28481426.30
02989632000155,EVANGELICO SAUDE LTDA.,1,2025,5789070.46
53454617000143,SISTEMA TOTAL DE SAÚDE LTDA.,1,2025,2632239.46
02220135000198,ASSOCIAÇÃO GOIANA DO MINISTÉRIO PÚBLICO,1,2025,5232657.39
03123146000112,BIO SAÚDE SERVIÇOS MÉDICOS LTDA,1,2025,4242181.01
03098226000165,SÃO FRANCISCO ASSISTÊNCIA MÉDICA LTDA,1,2025,14298939.01
72350382000194,COOPERATIVA DOS USUÁRIOS DE SERVIÇOS DE SAÚDE DO VALE DO RIO DOS SINOS LTDA,1,2025,3929070.95
03273825000178,METLIFE PLANOS ODONTOLÓGICOS LTDA.,1,2025,22234317.07
83367342000171,ASSOCIAÇÃO ADVENTISTA NORTE BRASILEIRA DE PREVENÇÃO E ASSISTÊNCIA A SAÚDE,1,2025,38013823.01
71565659000133,ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE ITAPETININGA,1,2025,1919266.64
03268622000193,COOPERATIVA DOS USUÁRIOS DE SERVIÇOS DE SAÚDE LTDA.,1,2025,5088486.78
59766105000107,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE,1,2025,1036652.62
57272510000135,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE,1,2025,5037302.13
00147571000153,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE BAURU,1,2025,12567283.61
02009924000184,GAMA SAUDE LTDA.,1,2025,1671527.09
03219363000100,SEPACO SAÚDE LTDA,1,2025,1130856.25
28023703000154,ÔNIX OPERADORA DE PLANOS DE SAÚDE LTDA,1,2025,580654.64
72916364000127,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE BARRETOS,1,2025,1699489.76
00665690000106,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE DRACENA,1,2025,1033465.14
66491036000123,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE JAÚ,1,2025,1193697.96
66493339000185,ASSOCIAÇÃO POLICIAL DE ASSISTENCIA A SAUDE DE BOTUCATU,1,2025,919415.33
71753297000104,ASSOCIAÇÃO POLICIAL DE ASSISTENCIA À SAUDE DE SAO JOAO DA BOA VISTA,1,2025,2252426.79
24729097000136,SANTA CASA DA MISERICÓRDIA DE SÃO JOÃO DEL REI,1,2025,319247.03
72918287000144,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE RIBEIRÃO PRETO (APAS),1,2025,7608869.12
03424929000136,SAUDE PAS - MEDICINA E ODONTO,1,2025,43265817.19
68687722000108,G & M ASSESSORIA MEDICA EMPRESARIAL LTDA,1,2025,95393.57
00642842000147,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE - VALE DO RIBEIRA,1,2025,894203.92
00444803000135,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA A SAÚDE,1,2025,3165861.66
73565319000138,ASSOCIACAO CIVIL PRÓ-SAÚDE DOS SERVIDORES DA UNIVERSIDADE ESTADUAL DE PONTA GROSSA,1,2025,1965306.44
03494031000134,COOPERATIVA ODONTOLÓGICA POÇOS DE CALDAS,1,2025,1489290.41
00034259000153,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA A SAÚDE DA BAIXADA SANTISTA,1,2025,6570542.77
71559272000174,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE,1,2025,9726022.39
60499365000134,FUNDACAO LEONOR DE BARROS CAMARGO,1,2025,16902827.55
00200720000109,ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE PRESIDENTE PRUDENTE (APAS),1,2025,3236135.14
03613857000175,CONFIANÇA ASSISTÊNCIA MÉDICO HOSPITALAR LTDA,1,2025,2392355.71
