CNPJ,RazaoSocial,Ano,Trimestre,ValorDespesas,RegistroANS,Modalidade,UF
59499251000105,UNIMED DE CAPIVARI -COOPERATIVA DE TRABALHO MÉDICO,2025,1,1184333808.00,366340,Cooperativa Médica,SP
88938089000182,UNIODONTO PORTO ALEGRE COOPERATIVA ODONTOLOGICA LTDA,2025,1,392725368.00,366439,Cooperativa odontológica,RS
02849393000138,BENSAUDE PLANO DE ASSISTENCIA MEDICA HOSPITALAR LTDA.,2025,1,7617229565.00,366561,Medicina de Grupo,SP
87158507000156,COOPERATIVA CENTRAL UNIMED DE COOPERATIVAS DE ASSISTÊNCIA À SAÚDE DO RIO GRANDE DO SUL LTDA.,2025,1,6897618543.00,367087,Cooperativa Médica,RS
84537141000138,SAMEL PLANO DE SAÚDE LTDA,2025,1,9080597448.00,367095,Medicina de Grupo,AM
08707473000135,UNIMED CAMPINA GRANDE - COOPERATIVA DE TRABALHO MEDICO LTDA,2025,1,7440212886.00,367397,Cooperativa Médica,PB
42939207000176,UNIMED CAMPO BELO- COOPERATIVA DE TRABALHO MÉDICO,2025,1,239913834.00,367613,Cooperativa Médica,MG
25971433000115,UNIMED MURIAÉ COOPERATIVA DE TRABALHO MEDICO LTDA,2025,1,1741470370.00,368148,Cooperativa Médica,MG
63554067000198,HAPVIDA ASSISTENCIA MEDICA S.A.,2025,1,223281347514.00,368253,Medicina de Grupo,CE
15308521000188,UNIODONTO BELÉM - COOPERATIVA DE ASSISTÊNCIA À SAÚDE ODONTOLÓGICA,2025,1,775648667.00,368555,Cooperativa odontológica,PA
20320487000105,AGROS - INSTITUTO UFV DE SEGURIDADE SOCIAL,2025,1,2106316913.00,368920,Autogestão,MG
48628366000136,UNIMED DE SANTA BÁRBARA D'OESTE E AMERICANA - COOP DE TRABALHO MÉDICO,2025,1,8790974958.00,369292,Cooperativa Médica,SP
51093193000103,UNIMED DE ARACATUBA - COOPERATIVA DE TRABALHO MÉDICO,2025,1,3850769026.00,369411,Cooperativa Médica,SP
44456036000150,UNIMED DE BAURU COOPERATIVA DE TRABALHO MÉDICO,2025,1,12233295303.00,369659,Cooperativa Médica,SP
81170003000175,UNIMED DE CASCAVEL COOPERATIVA DE TRABALHO MÉDICO,2025,1,12084649625.00,370070,Cooperativa Médica,PR
25471574000179,UNIMED SÃO LOURENÇO COOPERATIVA DE TRABALHO MÉDICO,2025,1,1528973347.00,370088,Cooperativa Médica,MG
17333055000116,UNIODONTO UBERABA - COOPERATIVA DE ASSISTÊNCIA À SAÚDE ODONTOLÓGICA LTDA,2025,1,149700739.00,370568,Cooperativa odontológica,MG
02618303000106,FUNASA SAÚDE,2025,1,388014838.00,370592,Medicina de Grupo,PB
80871551000160,UNIMED PATO BRANCO SOCIEDADE COOPERATIVA DE MÉDICOS,2025,1,4353599892.00,370681,Cooperativa Médica,PR
02580965000126,UNIODONTO ESPIRITO SANTO COOPERATIVA ODONTOLOGICA,2025,1,126398263.00,370711,Cooperativa odontológica,ES
70523899000102,UNIMED VALE DO JAURU COOPERATIVA DE TRABALHO MÉDICO,2025,1,1324227027.00,370975,Cooperativa Médica,MT
78931391000155,UNIMED COSTA OESTE - COOPERATIVA DE TRABALHO MÉDICO,2025,1,4831123578.00,371106,Cooperativa Médica,PR
76767219000182,UNIMED REGIONAL MARINGÁ COOP.DE TRABALHO MÉDICO,2025,1,19054638692.00,371254,Cooperativa Médica,PR
02248344000140,UNIMED FRUTAL COOPERATIVA DE TRABALHO MEDICO LTDA,2025,1,881823775.00,371564,Cooperativa Médica,MG
39384664000137,UNIMED NOROESTE CAPIXABA COOPERATIVA DE TRABALHO MÉDICO.,2025,1,4460842766.00,371629,Cooperativa Médica,ES
35988963000120,UNIMED NORTE CAPIXABA- COOPERATIVA DE TRABALHO MÉDICO,2025,1,3082615328.00,371777,Cooperativa Médica,ES
00381694000154,UNIMED ALTO VALE - COOPERATIVA DE TRABALHO MÉDICO,2025,1,1909104895.00,372561,Cooperativa Médica,SC
02862447000103,NOSSA SAÚDE - OPERADORA PLANOS PRIVADOS DE ASSISTÊNCIA  À SAÚDE LTDA.,2025,1,5738770595.00,372609,Medicina de Grupo,PR
56269913000162,PREVIDENT ASSISTÊNCIA ODONTOLÓGICA S.A,2025,1,863807470.00,374440,Odontologia de Grupo,SP
20119509000165,FUNDAÇÃO LIBERTAS DE SEGURIDADE SOCIAL,2025,1,1518289197.00,378216,Autogestão,MG
00846662000187,LIV LINHAS INTELIGENTES DE ATENÇÃO À VIDA S/A,2025,1,4977595862.00,379280,Medicina de Grupo,SP
02725347000127,CARE PLUS MEDICINA ASSISTENCIAL LTDA.,2025,1,46044189485.00,379956,Medicina de Grupo,SP
44857357000166,METRUS INSTITUTO DE SEGURIDADE SOCIAL,2025,1,8831571749.00,380661,Autogestão,SP
01367538000100,UNIODONTO MARINGA COOPERATIVA ODONTOLOGICA,2025,1,129912159.00,381144,Cooperativa odontológica,PR
22027346000116,PLANO DE ASSISTÊNCIA MÉDICA MINEIRA LTDA,2025,1,66130991.00,382281,Medicina de Grupo,MG
31240963000196,ASSOCIAÇÃO BENEFICENTE DOS PROFESSORES PÚBLICOS ATIVOS E INATIVOS DO RIO DE JANEIRO - APPAI,2025,1,2279796034.00,382540,Medicina de Grupo,RJ
92911056000116,ASSOCIAÇÃO DOS FISCAIS DE TRIBUTOS ESTADUAIS DO RS - AFISVEC,2025,1,45687343.00,382639,Autogestão,RS
02149799000108,UNIODONTO VALE HISTORICO COOPERATIVA ODONTOLOGICA,2025,1,145409137.00,382655,Cooperativa odontológica,SP
02476067000122,UNIMED GOIANIA COOPERATIVA DE TRABALHO MÉDICO,2025,1,59047842624.00,382876,Cooperativa Médica,GO
17790718000121,UNIMED UBERLÂNDIA COOPERATIVA REGIONAL TRABALHO MÉDICO LTDA,2025,1,17626477974.00,384577,Cooperativa Médica,MG
13170410000122,ASSOCIAÇÃO DOS EMPREGADOS DA COMPANHIA ESTADUAL DE HABITAÇÃO E OBRAS PÚBLICAS - ASSEC,2025,1,662368504.00,384704,Autogestão,SE
01445199000124,UNIHOSP SAÚDE LTDA,2025,1,3845344604.00,385255,Medicina de Grupo,SP
48717516000188,UNIMED DE LORENA COOPERATIVA DE TRABALHO MÉDICO,2025,1,1080876942.00,385620,Cooperativa Médica,SP
05814777000103,CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DO NORDESTE DO BRASIL,2025,1,9539845288.00,385697,Autogestão,CE
42892281000184,UNIMED GOVERNADOR VALADARES COOP. DE TRABALHO MÉDICO LTDA.,2025,1,7018101345.00,386588,Cooperativa Médica,MG
00366982000130,CENTRAL REGIONAL DAS COOPERATIVAS MÉDICAS - UNIMED CERRADO,2025,1,3019488532.00,386596,Cooperativa Médica,GO
42936518000181,UNIMED LEOPOLDINA COOPERATIVA DE TRABALHO MÉDICO LTDA,2025,1,651799408.00,386901,Cooperativa Médica,MG
34011288000111,ASSOCIAÇÃO DOS AUDITORES FISCAIS DA RECEITA ESTADUAL DO RIO DE JANEIRO,2025,1,766183238.00,387185,Autogestão,RJ
04503249000170,ASSOCIAÇÃO DOS FUNCIONÁRIOS FISCAIS DO ESTADO DO AMAZONAS - AFFEAM,2025,1,207456459.00,388092,Autogestão,AM
00856424000152,CARE PLUS ODONTOLOGIA ASSISTENCIAL LTDA.,2025,1,261959329.00,389358,Odontologia de Grupo,SP
02751464000165,ODONTOGROUP SISTEMA DE SAÚDE LTDA.,2025,1,293071533.00,389854,Odontologia de Grupo,DF
70094578000130,COMSEDER - COOPERATIVA DE ASSISTÊNCIA MÉDICA DOS SERVIDORES DA SUPLAN E DO DER LTDA,2025,1,201419519.00,390259,Autogestão,PB
00773639000100,CENTRO CLÍNICO GAÚCHO LTDA,2025,1,9757278151.00,392804,Medicina de Grupo,CE
67839969000121,AMEPLAN ASSISTÊNCIA MÉDICA PLANEJADA LTDA,2025,1,1927549644.00,394734,Medicina de Grupo,SP
37135365000133,ESMALE ASSISTENCIA INTERNACIONAL DE SAUDE LTDA.,2025,1,1812531364.00,395480,Medicina de Grupo,AL
69099307000198,CROWN ODONTOLOGIA DE GRUPO LTDA,2025,1,24669719.00,397245,Odontologia de Grupo,SP
68668045000172,AMESC - ASSOCIAÇÃO MÉDICA ESPÍRITA CRISTÃ,2025,1,2848142630.00,401081,Medicina de Grupo,RJ
02989632000155,EVANGELICO SAUDE LTDA.,2025,1,578907046.00,401480,Medicina de Grupo,PR
53454617000143,SISTEMA TOTAL DE SAÚDE LTDA.,2025,1,263223946.00,402001,Medicina de Grupo,SP
02220135000198,ASSOCIAÇÃO GOIANA DO MINISTÉRIO PÚBLICO,2025,1,523265739.00,402206,Autogestão,GO
03123146000112,BIO SAÚDE SERVIÇOS MÉDICOS LTDA,2025,1,424218101.00,402966,Medicina de Grupo,SP
03098226000165,SÃO FRANCISCO ASSISTÊNCIA MÉDICA LTDA,2025,1,1429893901.00,403962,Medicina de Grupo,PE
72350382000194,COOPERATIVA DOS USUÁRIOS DE SERVIÇOS DE SAÚDE DO VALE DO RIO DOS SINOS LTDA,2025,1,392907095.00,404241,Autogestão,RS
03273825000178,METLIFE PLANOS ODONTOLÓGICOS LTDA.,2025,1,2223431707.00,406481,Odontologia de Grupo,SP
83367342000171,ASSOCIAÇÃO ADVENTISTA NORTE BRASILEIRA DE PREVENÇÃO E ASSISTÊNCIA A SAÚDE,2025,1,3801382301.00,406554,Filantropia,PA
71565659000133,ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE ITAPETININGA,2025,1,191926664.00,406635,Autogestão,SP
03268622000193,COOPERATIVA DOS USUÁRIOS DE SERVIÇOS DE SAÚDE LTDA.,2025,1,508848678.00,406805,Medicina de Grupo,RS
59766105000107,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE,2025,1,103665262.00,406813,Autogestão,SP
57272510000135,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE,2025,1,503730213.00,406937,Autogestão,SP
00147571000153,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE BAURU,2025,1,1256728361.00,406945,Autogestão,SP
02009924000184,GAMA SAUDE LTDA.,2025,1,167152709.00,407011,Medicina de Grupo,SP
03219363000100,SEPACO SAÚDE LTDA,2025,1,113085625.00,407224,Medicina de Grupo,SP
28023703000154,ÔNIX OPERADORA DE PLANOS DE SAÚDE LTDA,2025,1,58065464.00,407534,Medicina de Grupo,RJ
72916364000127,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE BARRETOS,2025,1,169948976.00,407569,Autogestão,SP
00665690000106,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE DRACENA,2025,1,103346514.00,408026,Autogestão,SP
66491036000123,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE JAÚ,2025,1,119369796.00,408034,Autogestão,SP
66493339000185,ASSOCIAÇÃO POLICIAL DE ASSISTENCIA A SAUDE DE BOTUCATU,2025,1,91941533.00,408093,Autogestão,SP
71753297000104,ASSOCIAÇÃO POLICIAL DE ASSISTENCIA À SAUDE DE SAO JOAO DA BOA VISTA,2025,1,225242679.00,408263,Autogestão,SP
24729097000136,SANTA CASA DA MISERICÓRDIA DE SÃO JOÃO DEL REI,2025,1,31924703.00,408522,Filantropia,MG
72918287000144,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE RIBEIRÃO PRETO (APAS),2025,1,760886912.00,408794,Autogestão,SP
03424929000136,SAUDE PAS - MEDICINA E ODONTO,2025,1,4326581719.00,409243,Autogestão,RS
68687722000108,G & M ASSESSORIA MEDICA EMPRESARIAL LTDA,2025,1,9539357.00,409286,Medicina de Grupo,RJ
00642842000147,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE - VALE DO RIBEIRA,2025,1,89420392.00,409405,Autogestão,SP
00444803000135,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA A SAÚDE,2025,1,316586166.00,409413,Autogestão,SP
73565319000138,ASSOCIACAO CIVIL PRÓ-SAÚDE DOS SERVIDORES DA UNIVERSIDADE ESTADUAL DE PONTA GROSSA,2025,1,196530644.00,409634,Medicina de Grupo,PR
03494031000134,COOPERATIVA ODONTOLÓGICA POÇOS DE CALDAS,2025,1,148929041.00,409791,Cooperativa odontológica,MG
00034259000153,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA A SAÚDE DA BAIXADA SANTISTA,2025,1,657054277.00,410110,Autogestão,SP
71559272000174,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE,2025,1,972602239.00,410128,Autogestão,SP
60499365000134,FUNDACAO LEONOR DE BARROS CAMARGO,2025,1,1690282755.00,410292,Filantropia,SP
00200720000109,ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE PRESIDENTE PRUDENTE (APAS),2025,1,323613514.00,410608,Autogestão,SP
03613857000175,CONFIANÇA ASSISTÊNCIA MÉDICO HOSPITALAR LTDA,2025,1,239235571.00,410624,Medicina de Grupo,MG
03637776000105,FILOSANITAS SAUDE LTDA,2025,1,667500287.00,410888,Medicina de Grupo,SP
00648506000101,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE PRESIDENTE VENCESLAU,2025,1,132480939.00,411248,Autogestão,SP
03011072000122,PLANO HOSPITAL SAMARITANO LTDA,2025,1,11734164777.00,411256,Medicina de Grupo,SP
03638220000133,PLANO DE SAUDE ASES LTDA.,2025,1,1403611528.00,411582,Medicina de Grupo,RJ
03849449000117,ASSOCIAÇÃO ASSISTENCIAL DE SAÚDE SUPLEMENTAR CRUZ AZUL SAÚDE,2025,1,5658299250.00,411752,Medicina de Grupo,SP
03627391000167,SOCIEDADE DE ASSISTÊNCIA MÉDICA - SAMEISA,2025,1,273696436.00,411809,Autogestão,RS
03548273000163,MEDIC GLOBAL PLANOS DE SAÚDE LTDA.,2025,1,170018761.00,411868,Medicina de Grupo,MG
03670297000190,MH VIDA - OPERADORA DE PLANOS DE SAÚDE LTDA,2025,1,81557937.00,412015,Medicina de Grupo,RJ
03977587000181,SBC SAÚDE LTDA.,2025,1,802950556.00,412058,Medicina de Grupo,SP
04002216000147,SV SAUDE ADMINSTRADORES DE PLANO DE SAUDE LTDA,2025,1,572007957.00,412252,Medicina de Grupo,RJ
03702977000149,CAIXA DE ASSISTÊNCIA À SAUDE DOS EMPREGADOS DA CODEVASF - CASEC,2025,1,1878706243.00,412295,Autogestão,DF
00307714000147,ASSOCIAÇÃO VALEPARAIBANA DE ASSISTÊNCIA MÉDICA POLICIAL,2025,1,588326745.00,412635,Autogestão,SP
03773153000160,TERRAMAR ADMINISTRADORA DE PLANO DE SAUDE LTDA,2025,1,686166461.00,412759,Medicina de Grupo,BA
03990914000135,ORALE ASSISTÊNCIA ODONTOLÓGICA LTDA,2025,1,210996220.00,412996,Odontologia de Grupo,BA
04165719000133,GS PLANO GLOBAL DE SAÚDE LTDA,2025,1,1150559076.00,413160,Medicina de Grupo,RJ
04234059000103,PREVENT SENIOR CORPORATE OPERADORA DE SAÚDE LTDA.,2025,1,76556420.00,413267,Medicina de Grupo,SP
03694367000140,AESP ODONTO ASSISTÊNCIA ODONTOLÓGICA S/S LTDA EPP,2025,1,104952489.00,413283,Odontologia de Grupo,SP
04257073000114,AMEP FREGUESIA OPERADORA DE PLANO DE SAUDE LTDA,2025,1,962415409.00,413330,Medicina de Grupo,RJ
92219070000153,SOCIEDADE PORTUGUESA DE BENEFICÊNCIA,2025,1,456097564.00,413372,Filantropia,RS
04222989000139,UNIDENTIS ASSISTENCIA ODONTOLOGICA LTDA.,2025,1,483489059.00,413429,Odontologia de Grupo,PB
04197511000104,CAIXA DE ASSISTÊNCIA DO SINDFISCO - CASSIND,2025,1,464017160.00,413518,Autogestão,SE
04311093000126,CAIXA DE ASSISTENCIA DOS SERVIDORES DO ESTADO DE MATO GROSSO DO SUL,2025,1,22558895312.00,413534,Autogestão,MS
16608812000154,SOCIEDADE BENEFICENTE DEZOITO DE JULHO,2025,1,735239640.00,413721,Medicina de Grupo,MG
04212174000179,DENTAL MASTER LTDA - EPP,2025,1,102437827.00,413747,Odontologia de Grupo,AL
78304672000188,CAIXA BENEFICENTE DOS FUNCIONÁRIOS DO GRUPO IGUAÇU,2025,1,172300423.00,414026,Autogestão,PR
59762062000183,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE ARAÇATUBA (APAS),2025,1,640409006.00,414212,Autogestão,SP
04859814000137,SAÚDE BRB - CAIXA DE ASSISTÊNCIA,2025,1,2720836673.00,414310,Autogestão,DF
05011316000100,HBC SAÚDE LTDA.,2025,1,3106833234.00,414352,Medicina de Grupo,SP
03187913000157,ODONTOART PLANOS ODONTOLÓGICOS LTDA,2025,1,140273029.00,414387,Odontologia de Grupo,CE
04558034000157,LIFE EMPRESARIAL SAÚDE LTDA.,2025,1,4066857563.00,414492,Medicina de Grupo,SP
03230123000107,UNIMED CENTRO PAULISTA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS,2025,1,1818992425.00,414573,Cooperativa Médica,SP
04745753000187,UNIÃO MÉDICA PLANOS DE SAÚDE S/A,2025,1,4518148796.00,414581,Medicina de Grupo,BA
04222235000189,SEMPRE ODONTO PLANOS ODONTOLOGICOS LTDA,2025,1,151215254.00,414654,Odontologia de Grupo,RJ
04911101000175,VIVENTERIS LTDA,2025,1,272747743.00,414662,Odontologia de Grupo,PR
04839091000104,FUNDO DE ASSISTÊNCIA À SAÚDE DOS FUNCIONÁRIOS DO BEC,2025,1,18079111.00,414689,Autogestão,CE
05774975000190,SERVDONTO - PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA,2025,1,197931883.00,414701,Odontologia de Grupo,SE
01648339000161,VITA ASSISTÊNCIA A SAÚDE LTDA.,2025,1,382906168.00,414905,Medicina de Grupo,MG
05029064000139,SAÚDE SANTA TEREZA LTDA.,2025,1,2339567919.00,414930,Medicina de Grupo,SP
06091170000105,UNIMED OS BANDEIRANTES COOPERATIVA DE TRABALHO MÉDICO,2025,1,2218521614.00,415014,Cooperativa Médica,SP
00395266000180,MAIS SAÚDE PLANO DE SAÚDE LTDA,2025,1,1147700423.00,415065,Medicina de Grupo,GO
06145428000109,PORTO DIAS SAUDE LTDA.,2025,1,59625358.00,415081,Medicina de Grupo,PA
04299138000194,BIOVIDA SAÚDE LTDA.,2025,1,6403120036.00,415111,Medicina de Grupo,SP
07154253000169,RODRIGUES LEIRA ODONTOLOGIA LTDA.,2025,1,105594449.00,415243,Odontologia de Grupo,SP
07270625000112,FEDERAÇÃO DAS COOP ODONTOLÓGICAS DO ESTADO DE SANTA CATARINA,2025,1,562069153.00,415626,Cooperativa odontológica,SC
04202013000102,POLICLIN SAÚDE S/A.,2025,1,3955588416.00,415693,Medicina de Grupo,SP
07844436000106,CABERJ INTEGRAL SAÚDE S.A,2025,1,3927365259.00,415774,Medicina de Grupo,RJ
41369935000127,SAME-SERVIÇO DE ASSISTÊNCIA MÉDICA EMPRESARIAL LTDA.,2025,1,35201483.00,415901,Medicina de Grupo,MA
02569472000195,CENTRO DE ENDOCRINOLOGIA DE JUNDIAÍ S/S LTDA,2025,1,62064815.00,415910,Medicina de Grupo,SP
05983170000157,PLANO ODONTOLÓGICO DENTALVIDAS LTDA.,2025,1,963322216.00,415936,Odontologia de Grupo,SP
51262335000119,CLÍNICA SÃO GABRIEL S/S LTDA,2025,1,2278751.00,415944,Medicina de Grupo,SP
04430627000133,PLANO VIDA SAUDE SERVIÇOS ODONTOLOGICOS LTDA,2025,1,100324400.00,415987,Odontologia de Grupo,SE
00885918000165,HOSPITAIS E CLÍNICAS DO PIAUÍ S/S LTDA,2025,1,1640547030.00,416398,Medicina de Grupo,PI
08097092000181,CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA EMPRESA BRASILEIRA DE PESQUISA  AGROPECUÁRIA,2025,1,4526616217.00,416401,Autogestão,DF
97403778000183,SOCIODONTO PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA,2025,1,596544.00,416410,Odontologia de Grupo,MG
02866602000151,SUL AMÉRICA PARANÁ CLÍNICAS SERVIÇOS DE SAÚDE S.A.,2025,1,95724532.00,416428,Medicina de Grupo,SP
50432863000106,MATÃO CLINICAS & AMHMA SAÚDE LTDA,2025,1,1791847041.00,416495,Medicina de Grupo,SP
08787782000162,PRIMA VIDA ODONTOLOGIA DE GRUPO LIMITADA,2025,1,251028889.00,416525,Odontologia de Grupo,RJ
08202035000115,ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DOS EMPREGADOS DA COPASA,2025,1,3874073977.00,416568,Autogestão,MG
08883265000197,ASSOCIAÇÃO FUNDO DE PROTEÇÃO À SAÚDE,2025,1,1056067466.00,416584,Autogestão,PR
07781345000179,ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DA AMAGIS,2025,1,1801564058.00,416690,Autogestão,MG
08708980000193,OESTE SAÚDE ASSISTÊNCIA A SAÚDE SUPLEMENTAR S.A,2025,1,1758157814.00,416738,Medicina de Grupo,SP
10414182000109,UNIMED SAÚDE E ODONTO S.A,2025,1,1919347537.00,416801,Medicina de Grupo,SP
10767219000174,PLANO DE ASSISTÊNCIA ODONTOLÓGICA FAUCHARD LTDA. ME,2025,1,57109406.00,417106,Odontologia de Grupo,BA
10456692000130,QUALIDONTO - QUALIDADE EM ODONTOLOGIA LTDA,2025,1,38961302.00,417131,Odontologia de Grupo,BA
11177786000133,ASSOCIAÇÃO MINEIRA DE ASSISTÊNCIA À SAÚDE DOS MEMBROS DO MINISTÉRIO PÚBLICO,2025,1,1628554866.00,417211,Autogestão,MG
10796140000171,ASSOCIAÇÃO SERVIÇOS ODONTOLÓGICOS DA INDÚSTRIA DE MINAS GERAIS - ODONTOINDUSTRIA,2025,1,59912158.00,417220,Odontologia de Grupo,MG
11593821000103,ELOSAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE,2025,1,2312654310.00,417297,Autogestão,SC
51628360000173,PRONTO SOCORRO CONDE DE MOREIRA LIMA,2025,1,190205839.00,417475,Medicina de Grupo,SP
11565995000154,PORTOMED - PORTO SEGURO SERVIÇOS DE SAUDE LTDA,2025,1,64913014.00,417491,Medicina de Grupo,SP
12055813000168,CEMIG SAÚDE,2025,1,13279762710.00,417505,Autogestão,MG
11939445000158,ASSOCIAÇÃO DE SAÚDE PORTUGUESA DE BENEFICÊNCIA,2025,1,7997571481.00,417530,Medicina de Grupo,SP
03033006000153,CAIXA DE ASSISTÊNCIA OSWALDO CRUZ,2025,1,4337732524.00,417548,Autogestão,RJ
92741016000173,ASSOCIAÇAO DOS FUNCIONARIOS PUBLICOS DO ESTADO DO RIO GRANDE DO SUL,2025,1,2295239542.00,417599,Filantropia,RS
11996146000155,CAIXA DE ASSISTÊNCIA À SAÚDE DO SINDICATO DOS FUNCIONÁRIOS INTEGRANTES DO GRUPO OCUPACIONAL ADMINISTRAÇÃO TRIBUTÁRIA DO ESTADO DE PERNAMBUCO,2025,1,1450039446.00,417661,Autogestão,PE
11973134000105,SUL AMÉRICA ODONTOLÓGICO S/A,2025,1,1573993142.00,417815,Odontologia de Grupo,SP
10364053000145,ODONTOLIVE OPERADORA DE PLANOS ODONTOLÓGICOS LTDA.,2025,1,80901763.00,417831,Odontologia de Grupo,SP
10935483000170,ASSOCIAÇÃO DA SANTA CASA SAÚDE DE RIBEIRÃO PRETO,2025,1,3198999708.00,417947,Medicina de Grupo,SP
07945024000162,ASSOCIAÇÃO DE ASSISTÊNCIA MÉDICO HOSPITALAR DOS MAGISTRADOS DO ESTADO DO PARANÁ,2025,1,1490107961.00,417955,Autogestão,PR
13001218000102,ASSOCIAÇÃO SANTA SAÚDE,2025,1,7912299260.00,418021,Medicina de Grupo,SP
13223975000120,CAIXA SEGURADORA ESPECIALIZADA EM SAÚDE S/A,2025,1,37569946.00,418072,Seguradora Especializada em Saúde,SP
13026081000140,FUNDO DE ASSISTÊNCIA MÉDICO-HOSPITALAR DO MINISTÉRIO PÚBLICO,2025,1,139663404.00,418129,Autogestão,MS
11076382000153,UNIX SAÚDE S.A,2025,1,606864417.00,418137,Medicina de Grupo,BA
09433795000104,QUALLITY PRÓ SAÚDE PLANO DE ASSISTÊNCIA MÉDICA LTDA.,2025,1,9082515394.00,418170,Medicina de Grupo,DF
11336728000105,ASSOCIAÇÃO SAÚDE RURAL ALEGRETE,2025,1,78254149.00,418218,Medicina de Grupo,RS
13816250000146,OPLAN SAÚDE OPERADORA DE PLANO DE SAÚDE LTDA,2025,1,245954181.00,418226,Medicina de Grupo,RJ
11828089000103,LUMINAR SAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE,2025,1,2391810423.00,418374,Autogestão,DF
14408631000159,FUNDAÇÃO PLAMHUV - PLANO MÉDICO HOSPITALAR DOS HOSPITAIS UNIDOS DE VIÇOSA,2025,1,263008121.00,418501,Medicina de Grupo,MG
15131148000132,AMHA SAUDE S/A,2025,1,1684332360.00,418587,Medicina de Grupo,SP
12049486000131,ASSOCIAÇÃO PARANAENSE DE ASSISTÊNCIA À SAUDE DOS MEMBROS DO MINISTERIO PUBLICO DO PARANÁ,2025,1,1052093121.00,418617,Autogestão,PR
30460075000116,MÚTUA DOS MAGISTRADOS DO ESTADO DO RIO DE JANEIRO,2025,1,3572628227.00,418650,Autogestão,RJ
15022430000181,ASSOCIAÇÃO DE SAÚDE DOS FORNECEDORES DE CANA DE PIRACICABA E REGIÃO,2025,1,1709411493.00,418731,Medicina de Grupo,SP
06814351000112,CEDPLAN SAÚDE LTDA EPP,2025,1,142113006.00,418749,Medicina de Grupo,MG
16665579000141,ASSOCIAÇÃO SANTA CASA SAÚDE DE ARAÇATUBA,2025,1,2105730933.00,418803,Medicina de Grupo,SP
27085968000114,CAIXA DE ASSISTÊNCIA AOS MEMBROS DA DEFENSORIA PÚBLICA DO ESTADO DO RIO DE JANEIRO,2025,1,1119947172.00,418820,Autogestão,RJ
11867361000156,ASSOCIAÇÃO SAÚDE SÃO JOSÉ,2025,1,1087522686.00,418919,Medicina de Grupo,SC
17048922000171,ODONTO PRIME S/S LTDA,2025,1,15278196.00,418994,Odontologia de Grupo,CE
03518900000113,INSTITUTO CURITIBA DE SAÚDE,2025,1,9599591484.00,419010,Autogestão,PR
25906728000108,COOPERATIVA DE TRABALHO ODONTOLOGICO - UNIODONTO ITAJUBÁ,2025,1,66593852.00,419028,Cooperativa odontológica,MG
16926969000128,AMAZÔNIA PLANOS DE SAÚDE LTDA,2025,1,1359173459.00,419052,Medicina de Grupo,PA
14946109000120,ASSOCIAÇÃO SÃO FRANCISCO VIDA,2025,1,2719626638.00,419141,Medicina de Grupo,SP
15323270000100,ASSOCIAÇÃO MAIS SAÚDE SANTA CASA DE SÃO JOÃO DA BOA VISTA,2025,1,1380753481.00,419150,Medicina de Grupo,SP
18321477000134,ASSOCIAÇÃO SANTA CASA SAÚDE DE SÃO JOSÉ DOS CAMPOS,2025,1,11862777723.00,419249,Medicina de Grupo,SP
14891935000110,ODONTO SEG OPERADORA DE PLANOS ODONTOLOGICOS S.A.,2025,1,48901950.00,419281,Odontologia de Grupo,SP
14927215000167,ZURICH SANTANDER BRASIL ODONTO LTDA.,2025,1,26577845.00,419354,Odontologia de Grupo,SP
19962272000109,BRASILDENTAL OPERADORA DE PLANOS ODONTOLÓGICOS S.A.,2025,1,882871614.00,419419,Odontologia de Grupo,SP
92827666000136,INSTITUIÇÃO BENEFICENTE CEL MASSOT - IBCM,2025,1,1424066638.00,419427,Autogestão,RS
